code;name;street;postal_code;city;manager;chain_name;email
100032;Mobilezone AG Aarau;Bahnhofstrasse;5000;Aarau;Besnik Jakupi;MobileZone;Besnik.Jakupi@salt.ch
103490;Mobilezone AG Rorschach;Hauptstrasse;9401;Rorschach;Lucas Amigo;MobileZone;Lucas.Amigo@salt.ch
104363;Mobilezone AG Wil;Obere Bahnhofstr.;9500;Wil;Lucas Amigo;MobileZone;Lucas.Amigo@salt.ch
103648;Mobilezone AG Schönbühl Shoppyland EKZ;EKZ Shoppyland / Industriestrasse;3322;Schönbühl;Emir Mustafa;MobileZone;Emir.Mustafa@salt.ch
102557;Mobilezone SA Locarno;Largo Zorzi;6600;Locarno;Gianni Cartolano;MobileZone;Gianni.Cartolano@salt.ch
100661;Mobilezone AG Biel Centre Boujean EKZ;Zürichstrasse;2504;Biel;Emir Mustafa;MobileZone;Emir.Mustafa@salt.ch
100240;Mobilezone AG Baden;Badstrasse;5400;Baden;Besnik Jakupi;MobileZone;Besnik.Jakupi@salt.ch
104226;Mobilezone AG Volketswil EKZ;Industriestrasse;8604;Volketswil;Gianni Cartolano;MobileZone;Gianni.Cartolano@salt.ch
100306;Mobilezone AG Basel St. Jakob EKZ;St. Jakobsstrasse;4052;Basel;Emir Mustafa;MobileZone;Emir.Mustafa@salt.ch
101804;Mobilezone SA Genève Planète Charmilles EKZ;Centre Commercial Planète Charmiles / Promenade de l'Europe;1203;Genève;Ludovic Girardin;MobileZone;Ludovic.Girardin@salt.ch
104602;Mobilezone AG Zug Metalli EKZ;EKZ Metalli / Baarerstrasse;6300;Zug;Besnik Jakupi;MobileZone;Besnik.Jakupi@salt.ch
102783;Mobilezone AG Mels EKZ;Pizol-Center / Grossfeldstrasse;8887;Mels;Lucas Amigo;MobileZone;Lucas.Amigo@salt.ch
102689;Mobilezone AG Lyss;Hirschenplatz;3250;Lyss;Emir Mustafa;MobileZone;Emir.Mustafa@salt.ch
101295;Mobilezone SA Ecublens EKZ;Chemin du Croset;1024;Ecublens;Ludovic Girardin;MobileZone;Ludovic.Girardin@salt.ch
104519;Mobilezone SA Yverdon;Rue du Lac;1400;Yverdon;Ludovic Girardin;MobileZone;Ludovic.Girardin@salt.ch
101067;Mobilezone SA Collombey EKZ;Centre Commercial Parc du Rhône Collombey / Pré Jacquet;1868;Collombey;Ludovic Girardin;MobileZone;Ludovic.Girardin@salt.ch
102645;Mobilezone AG Luzern Pilatusstrasse;Pilatusstrasse;6003;Luzern;Besnik Jakupi;MobileZone;Besnik.Jakupi@salt.ch
101858;Mobilezone AG Glattzentrum;EKZ Glatt / Untere Verkaufsebene;8301;Glattzentrum;Gianni Cartolano;MobileZone;Gianni.Cartolano@salt.ch
100307;Mobilezone AG Basel Rail City EKZ;Rail City Basel / Güterstrasse;4053;Basel;Emir Mustafa;MobileZone;Emir.Mustafa@salt.ch
100083;Mobilezone SA Aigle Chablais Centre EKZ;Centre Commercial Aigle / Chemin sous le Grand Pré;1860;Aigle;Ludovic Girardin;MobileZone;Ludovic.Girardin@salt.ch
104732;Mobilezone AG Zürich Neumarkt EKZ;EKZ Neumarkt / Hofwiesenstrasse;8050;Zürich;Gianni Cartolano;MobileZone;Gianni.Cartolano@salt.ch
101540;Mobilezone SA Mont-Blanc;Rue du Mont-Blanc;1201;Genève;Ludovic Girardin;MobileZone;Ludovic.Girardin@salt.ch
103931;Mobilezone AG Sursee Surseepark EKZ;EKZ Surseepark / Bahnhofstrasse;6210;Sursee;Besnik Jakupi;MobileZone;Besnik.Jakupi@salt.ch
103880;Mobilezone AG Stans Länderpark EKZ;EKZ Länderpark / Bitzistrasse;6370;Stans;Besnik Jakupi;MobileZone;Besnik.Jakupi@salt.ch
103567;Mobilezone AG Sarnen EKZ;EKZ MM Sarnen-Center / Nelkenstrasse;6060;Sarnen;Besnik Jakupi;MobileZone;Besnik.Jakupi@salt.ch
103803;Mobilezone AG St. Gallen Neumarkt EKZ;EKZ Neumarkt 1 / St. Leonhardstrasse;9000;St. Gallen;Lucas Amigo;MobileZone;Lucas.Amigo@salt.ch
103896;Mobilezone SA Steinhausen Zugerland EKZ;EKZ Steinhausen Zugerland / Hinterbergstrasse;6312;Steinhausen;Besnik Jakupi;MobileZone;Besnik.Jakupi@salt.ch
108166;Mobilezone AG (OLMA);Suurstoffi;6343;Rotkreuz;Lucas Amigo;MobileZone;Lucas.Amigo@salt.ch
100868;Mobilezone AG Bülach Migros Center EKZ;Center Bülach Süd  Feldstrasse;8180;Bülach;Gianni Cartolano;MobileZone;Gianni.Cartolano@salt.ch
101446;Mobilezone AG Frauenfeld EKZ;Bahnhofstrasse;8500;Frauenfeld;Lucas Amigo;MobileZone;Lucas.Amigo@salt.ch
103231;Mobilezone AG Pfäffikon Seedamm Center EKZ;EKZ Seedam-Center Passage / Gwattstrasse;8808;Pfäffikon;Lucas Amigo;MobileZone;Lucas.Amigo@salt.ch
103804;Mobilezone AG St. Gallen Multergasse;Multergasse;9000;St. Gallen;Lucas Amigo;MobileZone;Lucas.Amigo@salt.ch
104734;Mobilezone AG Zürich Letzipark EKZ;EKZ Letzipark / Baslerstrasse;8066;Zürich;Gianni Cartolano;MobileZone;Gianni.Cartolano@salt.ch
103598;Mobilezone AG Schaffhausen Center Herblingen EKZ;Städliackerstrasse;8207;Schaffhausen;Lucas Amigo;MobileZone;Lucas.Amigo@salt.ch
100892;Mobilezone AG Burgdorf Neumarkt EKZ;EKZ Neumarkt / Lyssachstrasse;3400;Burgdorf;Emir Mustafa;MobileZone;Emir.Mustafa@salt.ch
100922;Mobilezone SA Genève La Praille EKZ;Centre Commercial La Praille Genève / Route des Jeunes;1227;Genève;Ludovic Girardin;MobileZone;Ludovic.Girardin@salt.ch
100808;Mobilezone AG Brugg;Neumarktplatz;5200;Brugg;Besnik Jakupi;MobileZone;Besnik.Jakupi@salt.ch
102180;Mobilezone AG Kriens Pilatus-Markt EKZ;EKZ Pilatusmarkt / Ringstrasse;6010;Kriens;Besnik Jakupi;MobileZone;Besnik.Jakupi@salt.ch
102044;Mobilezone AG Ibach Mythen Center EKZ;EKZ Mythen Center / Mythencenterstrasse;6438;Ibach;Besnik Jakupi;MobileZone;Besnik.Jakupi@salt.ch
101541;Mobilezone SA Genève Balexert EKZ;Centre Balexert Genève /  Av. Louis-Casai;1209;Genève;Ludovic Girardin;MobileZone;Ludovic.Girardin@salt.ch
104178;Mobilezone SA Vevey St. Antoine EKZ;Centre Manor St. Antoine Vevey /  Av. du Général-Guisan;1800;Vevey;Ludovic Girardin;MobileZone;Ludovic.Girardin@salt.ch
100844;Mobilezone AG Buchs Wynecenter EKZ;Bresteneggstrasse;5033;Buchs;Besnik Jakupi;MobileZone;Besnik.Jakupi@salt.ch
103148;Mobilezone AG Oftringen A1 EKZ;Spitalweid;4665;Oftringen;Besnik Jakupi;MobileZone;Besnik.Jakupi@salt.ch
104414;Mobilezone AG Winterthur Rosenberg EKZ;EKZ Rosenberg / Schaffhauserstrasse;8400;Winterthur;Gianni Cartolano;MobileZone;Gianni.Cartolano@salt.ch
101475;Mobilezone SA Fribourg Centre EKZ;Centre Fribourg / Av. de la Gare;1700;Fribourg;Ludovic Girardin;MobileZone;Ludovic.Girardin@salt.ch
104735;Mobilezone AG Zürich Sihl City EKZ;Kalanderplatz;8045;Zürich;Lucas Amigo;MobileZone;Lucas.Amigo@salt.ch
100309;Mobilezone AG Basel Freiestrasse;Freiestrasse;4051;Basel;Emir Mustafa;MobileZone;Emir.Mustafa@salt.ch
104415;Mobilezone AG Winterthur Untertor;Untertor;8400;Winterthur;Gianni Cartolano;MobileZone;Gianni.Cartolano@salt.ch
102973;Mobilezone SA Neuchâtel La Maladière EKZ;Centre Commercial La Maladière / Rue de la Pierre-à-Mazel;2000;Neuchâtel;Ludovic Girardin;MobileZone;Ludovic.Girardin@salt.ch
100786;Mobilezone AG Bremgarten EKZ;EKZ Sunne-Märt / Sonnengutstrasse;5620;Bremgarten;Besnik Jakupi;MobileZone;Besnik.Jakupi@salt.ch
102060;Mobilezone AG Interlaken Rugenpark EKZ;Rugenparkstrasse;3800;Interlaken;Emir Mustafa;MobileZone;Emir.Mustafa@salt.ch
103967;Mobilezone AG Thalwil;Gotthardstrasse;8800;Thalwil;Lucas Amigo;MobileZone;Lucas.Amigo@salt.ch
103719;Mobilezone SA Sion;Rue de la Porte-Neuve;1950;Sion;Ludovic Girardin;MobileZone;Ludovic.Girardin@salt.ch
105455;Mobilezone AG Langendorf EKZ;Fabrikstrasse;4513;Langendorf;Emir Mustafa;MobileZone;Emir.Mustafa@salt.ch
105456;Mobilezone AG Effretikon;Märtplatz;8307;Effretikon;Gianni Cartolano;MobileZone;Gianni.Cartolano@salt.ch
103299;Mobilezone AG Pratteln EKZ;EKZ Grüssen / Grüssenweg;4133;Pratteln;Emir Mustafa;MobileZone;Emir.Mustafa@salt.ch
108169;Mobilezone AG, Web Shop;Suurstoffi;6343;Rotkreuz;Besnik Jakupi;MobileZone;Besnik.Jakupi@salt.ch
108170;Mobilezone AG (Züspa);Suurstoffi;6343;Rotkreuz;Gianni Cartolano;MobileZone;Gianni.Cartolano@salt.ch
104736;Mobilezone AG Zürich Bellevue;Theaterstrasse;8001;Zürich;Gianni Cartolano;MobileZone;Gianni.Cartolano@salt.ch
104737;Mobilezone AG Zürich Löwenstrasse;Löwenstrasse;8001;Zürich;Gianni Cartolano;MobileZone;Gianni.Cartolano@salt.ch
101343;Mobilezone AG Emmenbrücke Emmen Center EKZ;Stauffacherstrasse;6020;Emmenbrücke;Besnik Jakupi;MobileZone;Besnik.Jakupi@salt.ch
102299;Mobilezone SA Lausanne Haldimand;Rue Haldimand;1000;Lausanne;Ludovic Girardin;MobileZone;Ludovic.Girardin@salt.ch
102588;Mobilezone SA Lugano Palazzo Ransilo;Via Pretorio;6900;Lugano;Gianni Cartolano;MobileZone;Gianni.Cartolano@salt.ch
101869;Mobilezone AG Gossau;St-Gallerstrasse;9200;Gossau;Lucas Amigo;MobileZone;Lucas.Amigo@salt.ch
101543;Mobilezone SA Thônex EKZ;Centre Commercial Genève-Thônex / Rue de Genève;1226;Genève;Ludovic Girardin;MobileZone;Ludovic.Girardin@salt.ch
100517;Mobilezone AG Bern Westside EKZ;EKZ Westside / Gilberte de Courgenay-Platz;3027;Bern;Emir Mustafa;MobileZone;Emir.Mustafa@salt.ch
102156;Mobilezone AG Köniz Bläuacker EKZ;EKZ Köniz Bläuacker EKZ / Bläuacker;3098;Köniz;Emir Mustafa;MobileZone;Emir.Mustafa@salt.ch
104090;Mobilezone AG Uster EKZ;Zürichstrasse;8610;Uster;Gianni Cartolano;MobileZone;Gianni.Cartolano@salt.ch
102488;Mobilezone AG Lenzburg EKZ;EKZ Lenzopark / Aarauerstrasse;5603;Lenzburg;Besnik Jakupi;MobileZone;Besnik.Jakupi@salt.ch
100311;Mobilezone AG Basel Stücki EKZ;Hochbergerstrasse;4057;Basel;Emir Mustafa;MobileZone;Emir.Mustafa@salt.ch
100518;Mobilezone AG Bern Wankdorf EKZ;EKZ Wankdorf / Papiermühlestrasse;3014;Bern;Emir Mustafa;MobileZone;Emir.Mustafa@salt.ch
104109;Mobilezone AG Uzwil EKZ;Bahnhofstrasse;9240;Uzwil;Lucas Amigo;MobileZone;Lucas.Amigo@salt.ch
103401;Mobilezone SA Renens EKZ;Centre Commercial Migros Metropole Renens / Rue de la Mèbre;1020;Renens;Ludovic Girardin;MobileZone;Ludovic.Girardin@salt.ch
108171;Mobilezone AG Thun Zentrum Oberland EKZ;Talackerstrasse;3604;Thun;Emir Mustafa;MobileZone;Emir.Mustafa@salt.ch
105422;Mobilezone AG Basel Greifengasse;Greifengasse;4005;Basel;Emir Mustafa;MobileZone;Emir.Mustafa@salt.ch
107482;Mobilezone AG Affoltern am Albis Coop-Park EKZ;Coop Park / Büelstrasse;8910;Affoltern am Albis;Besnik Jakupi;MobileZone;Besnik.Jakupi@salt.ch
107945;Mobilezone AG Basel Barfüsserplatz;Barfüsserplatz;4051;Basel;Emir Mustafa;MobileZone;Emir.Mustafa@salt.ch
107980;Mobilezone AG Schaffhausen Vorstadt;Vorstadt;8200;Schaffhausen;Lucas Amigo;MobileZone;Lucas.Amigo@salt.ch
108011;Mobilezone AG Wohlen Arena EKZ;EKZ Arena / Bahnhofstrasse;5610;Wohlen;Besnik Jakupi;MobileZone;Besnik.Jakupi@salt.ch
104416;Spühler Electronic AG;Zürcherstrasse;8406;Winterthur;Lucas Amigo;SPP Premium;Lucas.Amigo@salt.ch
100055;Elektro Stucki AG;Landstrasse;3715;Adelboden;Emir Mustafa;SPP - Salt Point Partner;Emir.Mustafa@salt.ch
102050;Elektro Cadruvi AG;Via Santeri;7130;Illanz;Lucas Amigo;SPP - Salt Point Partner;Lucas.Amigo@salt.ch
104493;B. Duss AG Wolhusen;Menznauerstrasse;6110;Wolhusen;Besnik Jakupi;SPP - Salt Point Partner;Besnik.Jakupi@salt.ch
108177;UNICOMP Klekner;Gewerbestrasse;6330;Cham;Besnik Jakupi;SPP - Salt Point Partner;Besnik.Jakupi@salt.ch
100148;Neff & Drexel AG;Gaiserstrasse;9050;Appenzell;Lucas Amigo;SPP - Salt Point Partner;Lucas.Amigo@salt.ch
100923;Autos & Mobiles Sarl;Rue Caroline;1227;Les Acacias;Ludovic Girardin;SPP - Salt Point Partner;Ludovic.Girardin@salt.ch
105858;Ibernet Sàrl;Ch. de Maisonneuve;1219;Châtelaine;Ludovic Girardin;SPP - Salt Point Partner;Ludovic.Girardin@salt.ch
105856;Handy Shop Sprengi GmbH;Gerliswilstr.;6020;Emmenbrücke;Besnik Jakupi;SPP - Salt Point Partner;Besnik.Jakupi@salt.ch
104551;Elektro F. Imboden und Söhne AG;Residence;3920;Zermatt;Emir Mustafa;SPP - Salt Point Partner;Emir.Mustafa@salt.ch
103735;Kellenberger & Co.;Winterthurerstrasse;8370;Sirnach;Lucas Amigo;SPP Premium;Lucas.Amigo@salt.ch
104018;Weta Radio & Fernseh AG;Neudorfstrasse;7430;Thusis;Lucas Amigo;SPP Premium;Lucas.Amigo@salt.ch
104041;Kellenberger & Co.;Tösstalstrasse;8488;Turbenthal;Lucas Amigo;SPP Premium;Lucas.Amigo@salt.ch
102307;Digital Planet;Rue Caroline;1003;Lausanne;Ludovic Girardin;SPP Premium;Ludovic.Girardin@salt.ch
107710;Alptel-Shop Herisau;Kasernenstraße;9100;Herisau;Lucas Amigo;SPP Premium;Lucas.Amigo@salt.ch
102061;AMADEUS Interlaken GmbH;Jungfraustrasse;3800;Interlaken;Emir Mustafa;SPP - Salt Point Partner;Emir.Mustafa@salt.ch
101811;Auratel AG;Steinhaldenstrasse;8954;Geroldswil;Lucas Amigo;SPP Premium;Lucas.Amigo@salt.ch
101820;Mantocom SA;Via Campagna;6512;Giubiasco;Emir Mustafa;SPP - Salt Point Partner;Emir.Mustafa@salt.ch
102589;Ing. Carlo Bosia SA;Via St Gottardo;6500;Bellinzona;Gianni Cartolano;SPP Premium;Gianni.Cartolano@salt.ch
102590;Ing. Carlo Bosia SA;Via Beltramina;6900;Lugano;Gianni Cartolano;SPP Premium;Gianni.Cartolano@salt.ch
102591;Ing. Carlo Bosia SA;Via Valle Maggia;6600;Locarno;Gianni Cartolano;SPP Premium;Gianni.Cartolano@salt.ch
102592;Ing. Carlo Bosia SA;Contrada San Marco;6982;Agno;Gianni Cartolano;SPP Premium;Gianni.Cartolano@salt.ch
103295;Plug & Play di Cazzaniga Fabrizio;Via da mez 146;7742;Poschiavo;Lucas Amigo;SPP - Salt Point Partner;Lucas.Amigo@salt.ch
101550;Magicom SA;Rue Paul-Bouchet;1201;Genève;Ludovic Girardin;SPP Premium;Ludovic.Girardin@salt.ch
103559;MB TV Services Sàrl;Rue de la Gruère;2350;Saignelégier;Emir Mustafa;SPP - Salt Point Partner;Emir.Mustafa@salt.ch
105837;H. Quaderer AG, B2C - SPP;Eschnerstrasse;9494;Schaan;Lucas Amigo;SPP Premium;Lucas.Amigo@salt.ch
106762;Hallo Point GmbH;Klybeckstrasse;4057;Basel;Emir Mustafa;SPP - Salt Point Partner;Emir.Mustafa@salt.ch
106764;Siwacom AG;Dörfli;3765;Oberwil im Simmental;Emir Mustafa;SPP - Salt Point Partner;Emir.Mustafa@salt.ch
107616;VintiCom Sagl;V. Solaro ;6900;Massagno;Emir Mustafa;SPP - Salt Point Partner;Emir.Mustafa@salt.ch
108182;Poste CH SA Lausanne 12 Chailly;Avenue de Chailly;1012;Lausanne 12 Chailly;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108186;Poste CH SA Lausanne 22 Bergières;Avenue Bergières;1004;Lausanne 22 Bergières;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108189;Poste CH SA Lausanne 3 Cour;Avenue de Cour;1000;Lausanne 3 Cour;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108193;Post CH AG Prilly;Route de Cossonay;1008;Prilly;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108194;Poste CH SA Lausanne 10 La Sallaz;Route d'Oron;1010;Lausanne 10 La Sallaz;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108197;Poste CH SA Lausanne 18 Pontaise;Rte des Plaines-du-Loup;1018;Lausanne 18 Pontaise;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108199;Poste CH SA Chavannes-près-Renens;Avenue de Préfaully;1022;Chavannes-près-Renens;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108200;Poste CH SA Crissier 1;Chemin de Chisaz;1023;Crissier 1;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
102308;Poste CH SA Ecublens VD;Chemin du Croset;1024;Ecublens VD;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108202;Poste CH SA Echandens-Denges;Route de Lonay;1026;Echandens-Denges;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108206;Poste CH SA Bussigny;Rue de l'Industrie;1030;Bussigny-près-Lausanne;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108210;Poste CH SA Echallens;Place de la Gare;1040;Echallens;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108213;Poste CH SA Le Mont-sur-Lausanne;Route de Lausanne;1052;Le Mont-sur-Lausanne;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108218;Poste CH SA Epalinges;Place Croix-Blanche;1066;Epalinges;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108222;Poste CH SA Lutry;Rte l'Ancienne Ciblerie;1095;Lutry;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
102309;Post CH AG Morges 1;Rue des Charpentiers;1110;Morges 1;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108232;Poste CH SA St-Prex;Rue de la Gare;1162;St-Prex;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108233;Poste CH SA Etoy;Route Suisse;1163;Etoy;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108237;Post CH AG Rolle;Avenue de la Gare;1180;Rolle;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108241;Poste CH SA Gland;Route de Begnins;1196;Gland;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108243;Poste CH SA Genève 12 Champel;Avenue de Champel;1206;Genève 12 Champel;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108245;Poste CH SA Genève 17 Malagnou;Route de Malagnou;1208;Genève 17 Malagnou;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108246;Poste CH SA Genève 19 Petit-Saconnex;Chemin de la Tourelle;1209;Genève 19 Petit-Saconnex;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108247;Poste CH SA Genève 2 Cornavin Dépôt;Rue des Gares;1201;Genève 2 Cornavin Dépôt;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108248;Poste CH SA Genève 20 CIC;Rue de Varembé;1202;Genève 20 CIC;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108249;Poste CH SA Genève 21 Les Pâquis;Rue des Pâquis;1201;Genève 21 Les Pâquis;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108250;Poste CH SA Genéve 26 La Praille;Route du Grand-Lancy;1277;Genève 26 La Praille;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108251;Poste CH SA Genève 6 Les Eaux-Vives;Rue du 31 Décembre;1207;Genève 6 Les Eaux-Vives;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108252;Poste CH SA Genève 7 Servette;Rue de la Servette;1202;Genève 7 Servette;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108253;Poste CH SA Genève 8 Jonction;Bvd Carl-Vogt;1205;Genève 8 Jonction;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108254;Poste CH SA;Avenue de la Paix 14;1211;Genève 10 Nations Unies;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108257;Poste CH SA;Avenue Appia 20;1211;Genève 27 OMS;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108258;Poste CH SA Grand-Lancy 1;Avenue Communes-Réunies;1212;Grand-Lancy 1;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108259;Poste CH SA Onex;Av. Bois-de-la-Chapelle;1213;Onex;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108260;Poste CH SA Petit-Lancy 1;Rue des Bossons;1213;Petit-Lancy 1;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108262;Poste CH SA Vernier;Rue du Village;1214;Vernier;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108263;Poste CH SA Genève 15 Aéroport Dépôt;Route de l'Aéroport;1215;Genève 15 Aéroport Dépôt;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
104259;Poste CH SA Village;Chemin Antoine-Verchère;1217;Meyrin 2 Village;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
101551;Poste CH SA Le Grand-Saconnex;Rue Sonnex;1218;Le Grand-Saconnex;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108266;Poste CH SA Châtelaine;Chemin De-Maisonneuve;1219;Châtelaine;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108267;Poste CH SA Le Lignon;Place du Lignon;1219;Le Lignon;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108268;Poste Vésenaz;Route de Thonon;1222;Vésenaz;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108271;Poste CH SA Thônex;Rue de Genève;1226;Thônex;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108272;Post CH AG Carouge GE;Boulevard des Promenades;1227;Carouge GE;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108273;Poste CH SA Plan-les-Ouates;Place des Aviateurs;1228;Plan-les-Ouates;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108276;Poste CH SA Bernex;Rue de Bernex;1233;Bernex;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108277;Poste CH SA Vessy;Chemin de la Place-Verte;1234;Vessy;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108280;Poste CH SA Puplinge;Rue de Frémis;1241;Puplinge;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108281;Poste CH SA Satigny;Route d'Aire-la-Ville;1242;Satigny;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108290;Poste CH SA Nyon 1;Rue de la Morâche;1260;Nyon 1;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108291;Poste CH SA Nyon 2 Champ-Colin;Route de Divonne;1260;Nyon 2 Champ-Colin;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108303;Poste CH SA Versoix;Chemin J.-B.-Vandelle;1290;Versoix;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108308;Poste CH SA Coppet;Route Suisse;1296;Coppet;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108312;Poste CH SA Cossonay-Ville;Rue des Laurelles;1304;Cossonay-Ville;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108318;Poste CH SA Vallorbe;Place du Pont;1337;Vallorbe;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108321;Poste CH SA Le Sentier;Grande-Rue;1347;Le Sentier;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108323;Poste CH SA Orbe;Rue de la Poste;1350;Orbe;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108324;Poste CH SA Chavornay;Route d'Yverdon;1373;Chavornay;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108332;Poste CH SA Montagny-Chamard;En Chamard;1442;Montagny-Chamard;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108334;Poste CH SA Ste-Croix;Rue Neuve;1450;Ste-Croix;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108337;Poste CH SA Estavayer-le-Lac;Place des Bastians;1470;Estavayer-le-Lac;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108340;Poste CH SA Moudon;Avenue de Cerjat;1510;Moudon;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108346;Poste CH SA Domdidier;Route de Saint-Aubin;1564;Domdidier;Emir Mustafa;Schweizerische Post;Emir.Mustafa@salt.ch
108349;Poste CH SA Avenches;Chemin de la Poste;1580;Avenches;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108357;Poste CH SA Oron-la-Ville;Le Bourg;1610;Oron-la-Ville;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108360;Poste CH SA Châtel-St-Denis;Route de la Coula;1618;Châtel-St-Denis;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108367;Poste CH SA Broc;Rue du Bourg de l'Auge;1636;Broc;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108376;Poste CH SA Romont FR;Place Saint-Jacques;1680;Romont FR;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108383;Post CH AG Tafers;Schwarzseestrasse;1712;Tafers;Emir Mustafa;Schweizerische Post;Emir.Mustafa@salt.ch
108387;Post CH AG Plaffeien;Dorfstrasse;1716;Plaffeien;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108390;Poste CH SA Marly 1;Route du Châtelet;1723;Marly 1;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108394;Poste CH SA Farvagny-le-Grand;Impasse du Château;1726;Farvagny;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108399;Poste CH SA Villars-sur-Glâne 1;Route de la Berra;1752;Villars-sur-Glâne 1;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
108407;Poste CH SA Courtepin;Le Centre;1784;Courtepin;Emir Mustafa;Schweizerische Post;Emir.Mustafa@salt.ch
108414;Poste CH SA Blonay;Route du Village;1807;Blonay;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
