code;email;name
108431;Ludovic.Girardin@salt.ch;Poste.CH.SA.VillarssurOllon
108432;Ludovic.Girardin@salt.ch;Poste.CH.SA.StMaurice
108435;Ludovic.Girardin@salt.ch;Poste.CH.SA.Vouvry
108440;Ludovic.Girardin@salt.ch;Poste.CH.SA.Saxon
108448;Ludovic.Girardin@salt.ch;Poste.CH.SA.Fully
108450;Ludovic.Girardin@salt.ch;Poste.CH.SA.Le.Châble.VS
108451;Ludovic.Girardin@salt.ch;Poste.CH.SA
108454;Ludovic.Girardin@salt.ch;Poste.CH.SA
108461;Ludovic.Girardin@salt.ch;Poste.CH.SA.Conthey
108483;Ludovic.Girardin@salt.ch;Poste.CH.SA.Colombier.NE
108490;Ludovic.Girardin@salt.ch;Poste.CH.SA.Peseux
108493;Ludovic.Girardin@salt.ch;Poste.CH.SA.Cernier
108502;Ludovic.Girardin@salt.ch;Poste.CH.SA.Couvet
108515;Emir.Mustafa@salt.ch;Poste.CH.SA.Saignelégier
108519;Emir.Mustafa@salt.ch;Post.CH.AG.BielBienne.6.BözingenBoujean
108520;Emir.Mustafa@salt.ch;Post.CH.AG.BielBienne.7.Madretsch
108521;Emir.Mustafa@salt.ch;Post.CH.AG.BielBienne.8.MettMâche
108533;Emir.Mustafa@salt.ch;Post.CH.AG.Lengnau.BE
108539;Emir.Mustafa@salt.ch;Post.CH.AG.Brügg.BE
108540;Emir.Mustafa@salt.ch;Post.CH.AG.Studen.BE
108542;Emir.Mustafa@salt.ch;Post.CH.AG.Nidau
108551;Emir.Mustafa@salt.ch;Poste.CH.SA.StImier
108552;Emir.Mustafa@salt.ch;Poste.CH.SA.Tavannes
108555;Emir.Mustafa@salt.ch;Poste.CH.SA.Tramelan
108559;Emir.Mustafa@salt.ch;Poste.CH.SA.Moutier
108577;Emir.Mustafa@salt.ch;Poste.CH.SA.Porrentruy.1
108578;Emir.Mustafa@salt.ch;Poste.CH.SA.Porrentruy.2.Chaumont
108588;Emir.Mustafa@salt.ch;Poste.CH.SA.Courgenay
108590;Emir.Mustafa@salt.ch;Post.CH.AG.Bern.14.Mattenhof
108591;Emir.Mustafa@salt.ch;Post.CH.AG.Bern.15.Weltpostverein
108596;Emir.Mustafa@salt.ch;Post.CH.AG.Bern.6.Kirchenfeld
108598;Emir.Mustafa@salt.ch;Post.CH.AG.Bern.9.Länggasse
108601;Emir.Mustafa@salt.ch;Post.CH.AG.Bern.27.Bethlehem
108607;Emir.Mustafa@salt.ch;Post.CH.AG.Münchenbuchsee
108609;Emir.Mustafa@salt.ch;Post.CH.AG.Ittigen
108610;Emir.Mustafa@salt.ch;Post.CH.AG.Bolligen.Dorf
108613;Emir.Mustafa@salt.ch;Post.CH.AG.Ostermundigen.1
108614;Emir.Mustafa@salt.ch;Post.CH.AG.Gümligen
108615;Emir.Mustafa@salt.ch;Post.CH.AG.Muri.b..Bern
108617;Emir.Mustafa@salt.ch;Post.CH.AG.Worb
108618;Emir.Mustafa@salt.ch;Post.CH.AG.Wabern
108621;Emir.Mustafa@salt.ch;Post.CH.AG.Liebefeld
108622;Emir.Mustafa@salt.ch;Post.CH.AG.Köniz
108624;Emir.Mustafa@salt.ch;Post.CH.AG.Münsingen
108630;Emir.Mustafa@salt.ch;Post.CH.AG.Belp
108634;Emir.Mustafa@salt.ch;Post.CH.AG.Riggisberg
108636;Emir.Mustafa@salt.ch;Post.CH.AG.Schwarzenburg
108640;Emir.Mustafa@salt.ch;Post.CH.AG.Flamatt
108642;Emir.Mustafa@salt.ch;Post.CH.AG.Laupen.BE
108647;Emir.Mustafa@salt.ch;Post.CH.AG.Düdingen
108650;Emir.Mustafa@salt.ch;Post.CH.AG.Kerzers
108654;Emir.Mustafa@salt.ch;Post.CH.AG.Ins
108664;Emir.Mustafa@salt.ch;Post.CH.AG.Aarberg
108670;Emir.Mustafa@salt.ch;Post.CH.AG.Jegenstorf
108673;Emir.Mustafa@salt.ch;Post.CH.AG.UrtenenSchönbühl
108677;Emir.Mustafa@salt.ch;Post.CH.AG.Wangen.an.der.Aare
108682;Emir.Mustafa@salt.ch;Post.CH.AG.Kirchberg.BE
108684;Emir.Mustafa@salt.ch;Post.CH.AG.Utzenstorf
108688;Emir.Mustafa@salt.ch;Post.CH.AG.Sumiswald
108694;Emir.Mustafa@salt.ch;Post.CH.AG.Konolfingen
108699;Emir.Mustafa@salt.ch;Post.CH.AG.Langnau.im.Emmental
108701;Emir.Mustafa@salt.ch;Post.CH.AG.Thun.4.SträttligenMarkt
108702;Emir.Mustafa@salt.ch;Post.CH.AG.Thun.7.Länggasse
108704;Emir.Mustafa@salt.ch;Post.CH.AG.Steffisburg.1
108708;Emir.Mustafa@salt.ch;Post.CH.AG.Heimberg
108716;Emir.Mustafa@salt.ch;Post.CH.AG.Uetendorf
108723;Emir.Mustafa@salt.ch;Post.CH.AG.Frutigen
108724;Emir.Mustafa@salt.ch;Post.CH.AG.Adelboden
108730;Emir.Mustafa@salt.ch;Post.CH.AG.Zweisimmen
108732;Emir.Mustafa@salt.ch;Post.CH.AG.Lenk.im.Simmental
108734;Emir.Mustafa@salt.ch;Post.CH.AG.Gstaad
108742;Emir.Mustafa@salt.ch;Post.CH.AG.Grindelwald
108748;Emir.Mustafa@salt.ch;Post.CH.AG.Meiringen
108750;Emir.Mustafa@salt.ch;Post.CH.AG.Naters
108751;Emir.Mustafa@salt.ch;Post.CH.AG.Saas.Fee
108769;Ludovic.Girardin@salt.ch;Poste.CH.SA.CransMontana.1
108786;Emir.Mustafa@salt.ch;Post.CH.AG.Basel.3.Spalen
108787;Emir.Mustafa@salt.ch;Post.CH.AG.Basel.7.Horburg
108789;Emir.Mustafa@salt.ch;Post.CH.AG.Basel.9.Ahornstrasse
108790;Emir.Mustafa@salt.ch;Post.CH.AG.Basel.10.Elisabethen
108792;Emir.Mustafa@salt.ch;Post.CH.AG.Basel.12.Kannenfeld
108793;Emir.Mustafa@salt.ch;Post.CH.AG.Basel.13.Voltacenter
108794;Emir.Mustafa@salt.ch;Post.CH.AG.Basel.15.Neuweilerplatz
108795;Emir.Mustafa@salt.ch;Post.CH.AG.Basel.16.Bad..Bahnhof
108796;Emir.Mustafa@salt.ch;Post.CH.AG.Basel.18.Gundeldingen
108797;Emir.Mustafa@salt.ch;Post.CH.AG.Basel.19.Kleinhüningen
108802;Emir.Mustafa@salt.ch;Post.CH.AG.Bottmingen
108803;Emir.Mustafa@salt.ch;Post.CH.AG.Oberwil.BL
108805;Emir.Mustafa@salt.ch;Post.CH.AG.Therwil
108809;Emir.Mustafa@salt.ch;Post.CH.AG.Allschwil.1
108810;Emir.Mustafa@salt.ch;Post.CH.AG.Riehen.1
108812;Emir.Mustafa@salt.ch;Post.CH.AG.Muttenz.1
108814;Emir.Mustafa@salt.ch;Post.CH.AG.Münchenstein.1
108816;Emir.Mustafa@salt.ch;Post.CH.AG.Dornach
108817;Emir.Mustafa@salt.ch;Post.CH.AG.Arlesheim
108818;Emir.Mustafa@salt.ch;Post.CH.AG.Aesch.BL
108824;Emir.Mustafa@salt.ch;Post.CH.AG.Breitenbach
108826;Emir.Mustafa@salt.ch;Post.CH.AG.Augst.BL
108829;Emir.Mustafa@salt.ch;Post.CH.AG.Rheinfelden.1
108831;Emir.Mustafa@salt.ch;Post.CH.AG.Möhlin
108835;Besnik.Jakupi@salt.ch;Post.CH.AG.Stein.AG
108838;Emir.Mustafa@salt.ch;Post.CH.AG.Füllinsdorf
108839;Emir.Mustafa@salt.ch;Post.CH.AG.Lausen
108840;Emir.Mustafa@salt.ch;Post.CH.AG.Bubendorf
108849;Emir.Mustafa@salt.ch;Post.CH.AG.Sissach
108853;Emir.Mustafa@salt.ch;Post.CH.AG.Gelterkinden
108855;Emir.Mustafa@salt.ch;Post.CH.AG.Solothurn.2.Stadt
108858;Emir.Mustafa@salt.ch;Post.CH.AG.Bellach
108862;Emir.Mustafa@salt.ch;Post.CH.AG
108870;Emir.Mustafa@salt.ch;Post.CH.AG.Derendingen
108872;Emir.Mustafa@salt.ch;Post.CH.AG.Biberist
108873;Emir.Mustafa@salt.ch;Post.CH.AG.Gerlafingen
108880;Besnik.Jakupi@salt.ch;Post.CH.AG.Wangen.b..Olten
108881;Besnik.Jakupi@salt.ch;Post.CH.AG.Hägendorf
108884;Besnik.Jakupi@salt.ch;Post.CH.AG.Egerkingen
108890;Besnik.Jakupi@salt.ch;Post.CH.AG.Trimbach
108895;Besnik.Jakupi@salt.ch;Post.CH.AG.Dulliken
108897;Besnik.Jakupi@salt.ch;Post.CH.AG.Aarburg
108898;Besnik.Jakupi@salt.ch;Post.CH.AG.Oftringen.1
108899;Besnik.Jakupi@salt.ch;Post.CH.AG.Oensingen
108901;Besnik.Jakupi@salt.ch;Post.CH.AG.Niederbipp
108908;Besnik.Jakupi@salt.ch;Post.CH.AG.Rothrist
108920;Emir.Mustafa@salt.ch;Post.CH.AG.Huttwil
108923;Besnik.Jakupi@salt.ch;Post.CH.AG.Schönenwerd
108929;Besnik.Jakupi@salt.ch;Post.CH.AG.Buchs.AG
108930;Besnik.Jakupi@salt.ch;Post.CH.AG.Suhr
108932;Besnik.Jakupi@salt.ch;Post.CH.AG.Oberentfelden
108934;Besnik.Jakupi@salt.ch;Post.CH.AG.Schöftland
108936;Emir.Mustafa@salt.ch;Post.CH.AG.Frick
108940;Emir.Mustafa@salt.ch;Post.CH.AG.Laufenburg
108943;Besnik.Jakupi@salt.ch;Post.CH.AG.Wildegg
108950;Besnik.Jakupi@salt.ch;Post.CH.AG.BirrLupfig
108951;Besnik.Jakupi@salt.ch;Post.CH.AG.Turgi
108954;Emir.Mustafa@salt.ch;Post.CH.AG.DöttingenKlingnau
108960;Emir.Mustafa@salt.ch;Post.CH.AG.Bad.Zurzach
108966;Besnik.Jakupi@salt.ch;Post.CH.AG.Nussbaumen.AG
108967;Besnik.Jakupi@salt.ch;Post.CH.AG.Untersiggenthal
108971;Besnik.Jakupi@salt.ch;Post.CH.AG.Wettingen.Dorf
108972;Besnik.Jakupi@salt.ch;Post.CH.SA.Wettingen.3.Langenstein
108973;Besnik.Jakupi@salt.ch;Post.CH.AG.Neuenhof
108975;Besnik.Jakupi@salt.ch;Post.CH.AG.Fislisbach
108985;Besnik.Jakupi@salt.ch;Post.CH.AG.Mellingen
108993;Besnik.Jakupi@salt.ch;Post.CH.AG.Villmergen
108997;Besnik.Jakupi@salt.ch;Post.CH.AG.Bremgarten.AG.1
109002;Besnik.Jakupi@salt.ch;Post.CH.AG.Muri.AG
109005;Besnik.Jakupi@salt.ch;Post.CH.AG.Sins
109008;Besnik.Jakupi@salt.ch;Post.CH.AG.Seon
109012;Besnik.Jakupi@salt.ch;Post.CH.AG.Gränichen
109013;Besnik.Jakupi@salt.ch;Post.CH.AG.Unterkulm
109015;Besnik.Jakupi@salt.ch;Post.CH.SA.Reinach.AG
109016;Besnik.Jakupi@salt.ch;Post.CH.AG.Menziken
109021;Besnik.Jakupi@salt.ch;Post.CH.AG.Luzern.4.Obergrund
109022;Besnik.Jakupi@salt.ch;Post.CH.AG.Luzern.6.Zürichstrasse
109023;Besnik.Jakupi@salt.ch;Post.CH.AG.Luzern.7.Hirschengraben
109025;Besnik.Jakupi@salt.ch;Post.CH.AG.Luzern.Littau
109027;Besnik.Jakupi@salt.ch;Post.CH.AG.Ruswil
109030;Besnik.Jakupi@salt.ch;Post.CH.AG.Emmenbrücke.2.Sprengi
109032;Besnik.Jakupi@salt.ch;Post.CH.AG.Rothenburg
109034;Besnik.Jakupi@salt.ch;Post.CH.AG.Ebikon
109038;Besnik.Jakupi@salt.ch;Post.CH.AG.Root
109041;Besnik.Jakupi@salt.ch;Post.CH.AG.Meggen
109043;Besnik.Jakupi@salt.ch;Post.CH.AG.Horw
109045;Besnik.Jakupi@salt.ch;Post.CH.AG.Alpnach.Dorf
109051;Besnik.Jakupi@salt.ch;Post.CH.AG.Malters
109052;Besnik.Jakupi@salt.ch;Post.CH.AG.Wolhusen
109054;Besnik.Jakupi@salt.ch;Post.CH.AG.Willisau
109060;Besnik.Jakupi@salt.ch;Post.CH.AG.Schüpfheim
109063;Besnik.Jakupi@salt.ch;Post.CH.AG.Escholzmatt
109066;Besnik.Jakupi@salt.ch;Post.CH.AG.Sempach.Stadt
109067;Besnik.Jakupi@salt.ch;Post.CH.AG.Neuenkirch
109071;Besnik.Jakupi@salt.ch;Post.CH.AG.Beromünster
109077;Besnik.Jakupi@salt.ch;Post.CH.AG.Nebikon
109081;Besnik.Jakupi@salt.ch;Post.CH.AG.Reiden
109085;Besnik.Jakupi@salt.ch;Post.CH.AG.Hochdorf
109090;Besnik.Jakupi@salt.ch;Post.CH.AG.Zug.3.Herti
109092;Besnik.Jakupi@salt.ch;Post.CH.AG.Steinhausen
109094;Besnik.Jakupi@salt.ch;Post.CH.AG.Unterägeri
109095;Besnik.Jakupi@salt.ch;Post.CH.AG.Oberägeri
109099;Besnik.Jakupi@salt.ch;Post.CH.AG.Cham
109100;Besnik.Jakupi@salt.ch;Post.CH.AG.Hünenberg
109102;Besnik.Jakupi@salt.ch;Post.CH.AG.Baar
109104;Besnik.Jakupi@salt.ch;Post.CH.AG.Rotkreuz
109108;Besnik.Jakupi@salt.ch;Post.CH.AG.Stansstad
109110;Emir.Mustafa@salt.ch;Post.CH.AG.Buochs
109114;Besnik.Jakupi@salt.ch;Post.CH.AG.Engelberg
109115;Besnik.Jakupi@salt.ch;Post.CH.AG.Küssnacht.am.Rigi
109117;Besnik.Jakupi@salt.ch;Post.CH.AG.Goldau
109125;Besnik.Jakupi@salt.ch;Post.CH.AG.Brunnen
109130;Besnik.Jakupi@salt.ch;Post.CH.AG.Schattdorf
109134;Emir.Mustafa@salt.ch;Posta.CH.SA.Bellinzona.2.Semine
109135;Gianni.Cartolano@salt.ch;Posta.CH.SA.Bellinzona.5.S..Paolo
109136;Gianni.Cartolano@salt.ch;Posta.CH.SA.Giubiasco
109139;Gianni.Cartolano@salt.ch;Posta.CH.SA.Cugnasco
109145;Gianni.Cartolano@salt.ch;Posta.CH.SA.Roveredo.GR
109152;Emir.Mustafa@salt.ch;Posta.CH.SA.S..Antonino
109157;Gianni.Cartolano@salt.ch;Posta.CH.SA.Tenero
109158;Gianni.Cartolano@salt.ch;Posta.CH.SA.Locarno.4.Solduno
109160;Gianni.Cartolano@salt.ch;Posta.CH.SA.Ascona
109162;Gianni.Cartolano@salt.ch;Posta.CH.SA.Losone
109165;Gianni.Cartolano@salt.ch;Posta.CH.SA.Minusio
109174;Gianni.Cartolano@salt.ch;Posta.CH.SA.Biasca
109182;Emir.Mustafa@salt.ch;Posta.CH.SA.Faido
109190;Gianni.Cartolano@salt.ch;Posta.CH.SA.Taverne
109191;Gianni.Cartolano@salt.ch;Posta.CH.SA.LamoneCadempino
109193;Emir.Mustafa@salt.ch;Posta.CH.SA.Bissone
109197;Emir.Mustafa@salt.ch;Posta.CH.SA.Riva.S..Vitale
109202;Gianni.Cartolano@salt.ch;Posta.CH.SA.Serfontana
109206;Gianni.Cartolano@salt.ch;Posta.CH.SA.Stabio
109212;Gianni.Cartolano@salt.ch;Posta.CH.SA.Lugano.2.Paradiso
109214;Gianni.Cartolano@salt.ch;Posta.CH.SA.Lugano.4.Molino.Nuovo
109215;Gianni.Cartolano@salt.ch;Posta.CH.SA.Lugano.6.Cassarate
109217;Gianni.Cartolano@salt.ch;Posta.CH.SA.Lugano.8.Massagno
109219;Emir.Mustafa@salt.ch;Posta.CH.SA.Grancia
109230;Gianni.Cartolano@salt.ch;Posta.CH.SA.Bioggio
109242;Gianni.Cartolano@salt.ch;Posta.CH.SA.Viganello
109243;Gianni.Cartolano@salt.ch;Posta.CH.SA.Pregassona
109246;Gianni.Cartolano@salt.ch;Posta.CH.SA.Agno
109249;Gianni.Cartolano@salt.ch;Posta.CH.SA.Caslano
109253;Lucas.Amigo@salt.ch;Post.CH.AG.Chur.1.Annahme
109254;Lucas.Amigo@salt.ch;Post.CH.AG.Chur.4.Ringstrasse
109258;Lucas.Amigo@salt.ch;Post.CH.AG.DomatEms
109260;Lucas.Amigo@salt.ch;Post.CH.AG.Flims.Dorf
109262;Lucas.Amigo@salt.ch;Post.CH.AG.Arosa
109265;Lucas.Amigo@salt.ch;Post.CH.AG.LenzerheideLai
109267;Lucas.Amigo@salt.ch;Post.CH.AG.Ilanz
109284;Lucas.Amigo@salt.ch;Post.CH.AG.Klosters
109285;Lucas.Amigo@salt.ch;Post.CH.AG.Davos.3.Dorf
109287;Lucas.Amigo@salt.ch;Post.CH.AG.Landquart
109289;Lucas.Amigo@salt.ch;Post.CH.AG.Bad.Ragaz
109290;Lucas.Amigo@salt.ch;Post.CH.AG.Sargans
109297;Lucas.Amigo@salt.ch;Post.CH.AG.Thusis
109307;Lucas.Amigo@salt.ch;Post.CH.AG.St..Moritz
109309;Lucas.Amigo@salt.ch;Post.CH.AG.Samedan
109320;Lucas.Amigo@salt.ch;Post.CH.AG.Scuol
109325;Lucas.Amigo@salt.ch;Post.CH.AG.Poschiavo
109328;Gianni.Cartolano@salt.ch;Post.CH.AG.Zürich.27.Enge
109329;Gianni.Cartolano@salt.ch;Post.CH.AG.Zürich.31.Industriequartier
109330;Gianni.Cartolano@salt.ch;Post.CH.AG.Zürich.33.Oberstrass
109331;Gianni.Cartolano@salt.ch;Post.CH.AG.Zürich.34.Riesbach
109333;Gianni.Cartolano@salt.ch;Post.CH.AG.Zürich.38.Wollishofen
109335;Gianni.Cartolano@salt.ch;Post.CH.AG.Zürich.41.Leimbach
109336;Gianni.Cartolano@salt.ch;Post.CH.AG.Zürich.42.Schaffhauserplatz
109339;Gianni.Cartolano@salt.ch;Post.CH.AG.Zürich.46.Affoltern
109340;Gianni.Cartolano@salt.ch;Post.CH.AG.Zürich.47.Albisrieden
109341;Gianni.Cartolano@salt.ch;Post.CH.AG.Zürich.48.Altstetten
109342;Gianni.Cartolano@salt.ch;Post.CH.AG.Zürich.49.Höngg
109343;Gianni.Cartolano@salt.ch;Post.CH.AG.Zürich.50.Oerlikon
109344;Gianni.Cartolano@salt.ch;Post.CH.AG.Zürich.51.Schwamendingen
109345;Gianni.Cartolano@salt.ch;Post.CH.AG.Zürich.52.Seebach
109346;Gianni.Cartolano@salt.ch;Post.CH.AG.Zürich.53.Witikon
109347;Gianni.Cartolano@salt.ch;Post.CH.AG.Zürich.60.Flughafen.Annahme
109349;Gianni.Cartolano@salt.ch;Post.CH.AG.Zürich.66.Letzibach
109350;Gianni.Cartolano@salt.ch;Post.CH.AG.Oberengstringen
109351;Gianni.Cartolano@salt.ch;Post.CH.AG.Unterengstringen
109353;Gianni.Cartolano@salt.ch;Post.CH.AG.Regensdorf
109355;Gianni.Cartolano@salt.ch;Post.CH.AG.Buchs.ZH
109356;Gianni.Cartolano@salt.ch;Post.CH.AG.Dällikon
109358;Gianni.Cartolano@salt.ch;Post.CH.AG.Fällanden
109363;Gianni.Cartolano@salt.ch;Post.CH.AG.Zumikon
109364;Gianni.Cartolano@salt.ch;Post.CH.AG.Egg.b..Zürich
109367;Gianni.Cartolano@salt.ch;Post.CH.AG.Langnau.am.Albis
109371;Gianni.Cartolano@salt.ch;Post.CH.AG.Glattbrugg
109373;Gianni.Cartolano@salt.ch;Post.CH.AG.Rümlang
109375;Gianni.Cartolano@salt.ch;Post.CH.AG.Niederhasli
109376;Gianni.Cartolano@salt.ch;Post.CH.AG.Dielsdorf
109392;Lucas.Amigo@salt.ch;Post.CH.AG.Schaffhausen.7.Herblingen
109393;Lucas.Amigo@salt.ch;Post.CH.AG.Neuhausen.am.Rheinfall.1
109400;Lucas.Amigo@salt.ch;Post.CH.AG.Thayngen
109402;Lucas.Amigo@salt.ch;Post.CH.AG.Diessenhofen
109403;Lucas.Amigo@salt.ch;Post.CH.AG.Stein.am.Rhein.1
109406;Lucas.Amigo@salt.ch;Post.CH.AG.Steckborn
109411;Gianni.Cartolano@salt.ch;Post.CH.AG.Glattzentrum.b..Wallisellen
109412;Gianni.Cartolano@salt.ch;Post.CH.AG.Bassersdorf
109413;Gianni.Cartolano@salt.ch;Post.CH.AG.Wallisellen
109414;Gianni.Cartolano@salt.ch;Post.CH.AG.Dietlikon
109415;Gianni.Cartolano@salt.ch;Post.CH.AG.Brüttisellen
109419;Gianni.Cartolano@salt.ch;Post.CH.AG.Fehraltorf
109420;Gianni.Cartolano@salt.ch;Post.CH.AG.Pfäffikon.ZH
109423;Gianni.Cartolano@salt.ch;Post.CH.AG.Hinwil
109427;Lucas.Amigo@salt.ch;Post.CH.AG.Aadorf
109430;Lucas.Amigo@salt.ch;Post.CH.AG.Sirnach
109433;Gianni.Cartolano@salt.ch;Post.CH.AG.Winterthur.4.Oberwinterthur
109434;Gianni.Cartolano@salt.ch;Post.CH.AG.Winterthur.5.Seen
109435;Gianni.Cartolano@salt.ch;Post.CH.AG.Winterthur.6.Töss
109436;Gianni.Cartolano@salt.ch;Post.CH.AG.Winterthur.8.Wülflingen
109437;Gianni.Cartolano@salt.ch;Post.CH.AG.Winterthur.11.Deutweg
109441;Gianni.Cartolano@salt.ch;Post.CH.AG.Embrach
109446;Lucas.Amigo@salt.ch;Post.CH.AG.Andelfingen
109448;Gianni.Cartolano@salt.ch;Post.CH.AG.Seuzach
109453;Gianni.Cartolano@salt.ch;Post.CH.AG.Turbenthal
109465;Lucas.Amigo@salt.ch;Post.CH.AG.Müllheim.Dorf
109481;Gianni.Cartolano@salt.ch;Post.CH.AG.Schwerzenbach
109482;Gianni.Cartolano@salt.ch;Post.CH.AG.Volketswil
109493;Gianni.Cartolano@salt.ch;Post.CH.AG.Gossau.ZH
109494;Gianni.Cartolano@salt.ch;Post.CH.AG.Wetzikon.ZH.1
109497;Gianni.Cartolano@salt.ch;Post.CH.AG.Hombrechtikon
109499;Gianni.Cartolano@salt.ch;Post.CH.AG.Wald.ZH
109501;Lucas.Amigo@salt.ch;PostShop.Jona
109502;Gianni.Cartolano@salt.ch;Post.CH.AG.Küsnacht.ZH
109503;Gianni.Cartolano@salt.ch;Post.CH.AG.Zollikon.Dorf
109504;Gianni.Cartolano@salt.ch;Post.CH.AG.Erlenbach.ZH
109505;Gianni.Cartolano@salt.ch;Post.CH.AG.Herrliberg
109506;Gianni.Cartolano@salt.ch;Post.CH.AG.Meilen
109508;Gianni.Cartolano@salt.ch;Post.CH.AG.Männedorf
109509;Gianni.Cartolano@salt.ch;Post.CH.AG.Stäfa
109515;Lucas.Amigo@salt.ch;Post.CH.AG.Eschenbach.SG
109525;Lucas.Amigo@salt.ch;Post.CH.AG.Thalwil
109527;Lucas.Amigo@salt.ch;Post.CH.AG.Rüschlikon
109528;Lucas.Amigo@salt.ch;Post.CH.AG.Richterswil
109531;Lucas.Amigo@salt.ch;Post.CH.AG.Horgen.1
109534;Lucas.Amigo@salt.ch;Post.CH.AG.Wollerau
109536;Lucas.Amigo@salt.ch;Post.CH.AG.Schindellegi
109538;Lucas.Amigo@salt.ch;Post.CH.AG.Einsiedeln
109541;Lucas.Amigo@salt.ch;Post.CH.AG.Lachen.SZ
109543;Lucas.Amigo@salt.ch;Post.CH.AG.Siebnen
109551;Lucas.Amigo@salt.ch;Post.CH.AG.Niederurnen
109554;Lucas.Amigo@salt.ch;Post.CH.AG.Pizolpark.Mels
109555;Lucas.Amigo@salt.ch;Post.CH.AG.Walenstadt
109560;Lucas.Amigo@salt.ch;Post.CH.AG.Urdorf
109561;Gianni.Cartolano@salt.ch;Post.CH.AG.Birmensdorf.ZH
109567;Besnik.Jakupi@salt.ch;Poste.CH.AG.Affoltern.am.Albis
109568;Besnik.Jakupi@salt.ch;Post.CH.AG.Obfelden
109577;Besnik.Jakupi@salt.ch;Post.CH.AG.Dietikon.1
109579;Besnik.Jakupi@salt.ch;Post.CH.AG.Geroldswil
109582;Besnik.Jakupi@salt.ch;Post.CH.AG.Berikon.Widen
109591;Lucas.Amigo@salt.ch;Post.CH.AG.St..Gallen.14.Bruggen
109593;Lucas.Amigo@salt.ch;Post.CH.AG.St..Gallen.16.Neudorf
109599;Lucas.Amigo@salt.ch;Post.CH.AG.Appenzell
109600;Lucas.Amigo@salt.ch;Post.CH.AG.Teufen.AR
109606;Lucas.Amigo@salt.ch;Post.CH.AG.Herisau.2.Dorf
109611;Lucas.Amigo@salt.ch;Post.CH.AG.Degersheim
109616;Lucas.Amigo@salt.ch;Post.CH.AG.Bischofszell
109617;Lucas.Amigo@salt.ch;Post.CH.AG.Flawil.1
109619;Lucas.Amigo@salt.ch;Post.CH.AG.Uzwil
109620;Lucas.Amigo@salt.ch;Post.CH.AG.Oberuzwil
109624;Lucas.Amigo@salt.ch;Post.CH.AG.Wittenbach
109631;Lucas.Amigo@salt.ch;Post.CH.AG.Rorschach
109633;Lucas.Amigo@salt.ch;Post.CH.AG.Goldach
109635;Lucas.Amigo@salt.ch;Post.CH.AG.Heiden
109639;Lucas.Amigo@salt.ch;Post.CH.AG.Rheineck
109643;Lucas.Amigo@salt.ch;Post.CH.AG.St..Margrethen.SG
109645;Lucas.Amigo@salt.ch;Post.CH.AG.Heerbrugg
109649;Lucas.Amigo@salt.ch;Post.CH.AG.Widnau
109650;Lucas.Amigo@salt.ch;Post.CH.AG.Diepoldsau
109652;Lucas.Amigo@salt.ch;Post.CH.AG.Altstätten.SG
109661;Lucas.Amigo@salt.ch;Post.CH.AG.Grabs
109669;Lucas.Amigo@salt.ch;Post.CH.AG.Rickenbach.b..Wil
109672;Lucas.Amigo@salt.ch;Post.CH.AG.Münchwilen.TG
109679;Lucas.Amigo@salt.ch;Post.CH.AG.Bazenheid
109684;Lucas.Amigo@salt.ch;Post.CH.AG.Wattwil
107661;Besnik.Jakupi@salt.ch;Post.CH.AG.Olten.4.Hammer
104801;Christian.Aveni@salt.ch;BLS.Christian.Aveni.CBO.104801
109712;martin.keller2@salt.ch;Zirkumflex.AG
100986;martin.keller2@salt.ch;Abalon.Telecom.IT.AG
109715;Ludovic.Girardin@salt.ch;VTX.Services.SA
104802;martin.keller2@salt.ch;efon.AG
100452;martin.keller2@salt.ch;Salt.Liechtenstein.AG
109689;martin.keller2@salt.ch;Telecom.Liechtenstein.AG
106508;martin.keller2@salt.ch;deep.AG
109723;Christian.Aveni@salt.ch;AM.Raquel.Lopez.109723
109734;Julien.Chanrion@salt.ch;LAS..Alban.Alidemi..109734
109741;Uwe.Raulf@salt.ch;Lead.Gen.Amel.Boukhebbache.109741
103583;martin.keller2@salt.ch;H..Quaderer.AG,.B2B.SBP.103583
104086;martin.keller2@salt.ch;mobilezone.ag.104086
101901;Gianni.Cartolano@salt.ch;4G.Consulting.&.Communications.SA
108070;Besnik.Jakupi@salt.ch;Mobilezone.AG.Olten.Sälipark
108060;Ludovic.Girardin@salt.ch;Post.CH.AG.La.ChauxdeFonds.5.Les.Entilles
103370;Lucas.Amigo@salt.ch;Mobilezone.Business.AG
108100;Uwe.Raulf@salt.ch;Customer.Care.OMD.Coop
110133;Besnik.Jakupi@salt.ch;Electronova.Luzern.GmbH
110100;Lucas.Amigo@salt.ch;Media.Point.Service.GmbH
110259;Ludovic.Girardin@salt.ch;VASP.Partner.Account.Management
110290;Besnik.Jakupi@salt.ch;WALFRA.Computer.GmbH
110338;Besnik.Jakupi@salt.ch;Handyshop.Swiss.Mellingen
110346;Lucas.Amigo@salt.ch;handy.ch.Romanshorn
110351;Gianni.Cartolano@salt.ch;Mobilezone.SA.Morbio.Serfontana.EKZ
110353;Lucas.Amigo@salt.ch;Arco,.Radio.TV.HiFi.Video
110359;Emir.Mustafa@salt.ch;IT.Business.Services.GmbH
110360;Emir.Mustafa@salt.ch;mobilit.AG
110365;Lucas.Amigo@salt.ch;Mobilezone.AG.St..Gallen.Zürcherstrasse.EKZ
